,music,films,other,genres_of_music,genres_of_films
100,"['Америкэн', 'Проданный', 'Ползком', 'Поттера', 'Тимур', 'Ох', 'Битл', 'Звездная', 'Пока', 'Гарри Поттер', 'Завтрак', 'Завтрак', 'Десятое', 'Умные', 'Умные', 'Каникулы Петрова', 'Петрова', 'Петрова', 'Хелло', 'Долли', 'Укротительница', 'Частный', 'Гарри Поттер', 'Лохматый', 'МАША И', 'Назад', 'Назад', 'Назад', 'Волшебный', 'Волшебный', 'Ох', 'Заколдованный', 'Петя', 'МАША И', 'Мультфильм', 'Алёнушки', 'Ледниковый', 'Реж', 'Союзмультфильм', 'Веселые', 'Золотые', 'Веселые', 'Новогодние', 'Волшебная', 'Аленький', 'Финист', 'Снежная', 'Госпожа', 'Подзорная', 'Классная', 'Мороз', 'Никитич', 'Люк Бессон', 'Звериный', 'Дональд Дак', 'Отроки', 'Отроки', 'Отроки', 'Отроки', 'Отроки', 'Отроки', 'Вечера', 'Руки', 'Божественная', 'DJ Нил', 'Гарри Поттер', 'Гарри Поттер', 'Гарри Поттер', 'Гарри Поттер', 'Гарри Поттер', 'Гарри Поттер', 'Трейлер', 'Гарри Поттер', 'Гарри Поттер', 'Трейлер', 'Гарри Поттер', 'Тайная', 'Трейлер', 'Гарри Поттер', 'Трейлер', 'Гарри Поттер', 'Памяти', 'Снежная', 'Маленькая', 'Реж', 'Владимир Меньшов', 'Мосфильм', 'Служебный', 'Голубой', 'Мешок', 'Союзмультфильм', 'Виторган', 'Светин', 'Абдулов', 'Александр Абдулов', 'Большая', 'Мери Поппинс', 'Реж', 'Комп', 'Максим Дунаевский', 'Мосфильм', 'Лесной', 'Рука ПЕСНЯ', 'Бриллиантовая', 'Муля', 'Фрагмент', 'Веселая', 'Союзмультфильм', 'Кентервильское', 'Цветик', 'Трям', 'Тус', 'КОНТАКТЕ']","['Белоснежка', 'Белоснежка', 'Возвращение', 'Возвращение', 'Возвращение', 'Возвращение', 'Сказка', 'Сказка', 'Сказка', 'Сказка', 'Сумерки', 'Сумерки', 'Twilight', 'Twilight', 'Артур', 'Артур', 'Сказки', 'Сказки', 'H2O', 'H2O', 'H2O', 'H2O', 'H2O', 'H2O', 'H2O', 'H2O', 'H2O', 'H2O', 'H2O', 'H2O', 'Девочка', 'Девочка', 'ИСТОРИЯ', 'ИСТОРИЯ', 'THE', 'THE', 'Мумия', 'Мумия', 'Mummy Returns', 'Mummy Returns', 'Harry Potter', 'Harry Potter', 'Десятое Королевство', 'Десятое Королевство', 'Десятое Королевство', 'Десятое Королевство', 'Принцесса', 'Принцесса', 'Соло', 'Соло', 'Соло', 'Соло', 'Лето', 'Лето', 'Шрек', 'Шрек', 'Harry Potter', 'Harry Potter', 'Deathly', 'Deathly', 'Артур', 'Артур', 'Фильм', 'Фильм', 'Титаник', 'Титаник', 'Future Part', 'Future Part', 'Золотой', 'Золотой', 'Легенды', 'Легенды', 'Legend', 'Legend', 'Owls', 'Owls', 'Маша', 'Маша', 'Кортик', 'Кортик', 'Фильм', 'Фильм', 'Золушка', 'Золушка', 'Чудеса', 'Чудеса', 'Гостья', 'Гостья', 'Гостья', 'Гостья', 'Гостья', 'Гостья', 'Гостья', 'Гостья', 'Красная Шапочка', 'Красная Шапочка', 'Маша', 'Приключения Электроника', 'Приключения Электроника', 'Приключения Электроника', 'Приключения Электроника', 'Приключения', 'Приключения', 'Приключения', 'Приключения', 'Леди', 'Леди', 'Завороженный', 'Завороженный', 'Rena', 'Rena', 'Спасатели', 'Спасатели', 'Умка', 'Умка', 'Прометей', 'Прометей', 'Аргонавты', 'Аргонавты', 'Иван', 'Иван', 'Слон', 'Слон', 'Илья Муромец', 'Илья Муромец', 'Илья Муромец', 'Илья Муромец', 'Сказка', 'Сказка', 'Двенадцать', 'Двенадцать', 'Двенадцать', 'Двенадцать', 'Внимание', 'Внимание', 'Внимание', 'Внимание', 'Огонь', 'Огонь', 'Мальчик', 'Мальчик', 'Король', 'Король', 'Снегурочка', 'Снегурочка', 'Золотой', 'Золотой', 'Чудак', 'Чудак', 'Чудак', 'Чудак', 'Еще', 'Еще', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Малыш', 'Малыш', 'Ералаш', 'Ералаш', 'Ералаш', 'Ералаш', 'Фильм', 'Фильм', 'Фильм', 'Фильм', 'После', 'После', 'После', 'После', 'Артур', 'Артур', 'Дорогая', 'Дорогая', 'Дорогая', 'Дорогая', 'Фильм', 'Фильм', 'Rus', 'Rus', 'Гадкий', 'Гадкий', 'Silly Simphony', 'Silly Simphony', 'Ferdinand', 'Ferdinand', 'Русалочка', 'Русалочка', 'Country Cousin', 'Country Cousin', 'Orphan Kittens', 'Orphan Kittens', 'Красавица', 'Красавица', 'Москва', 'Москва', 'Mickey', 'Mickey', 'Алиса', 'Алиса', 'Сказка', 'Сказка', 'Иванушки International', 'Иванушки International', 'Aqua', 'Aqua', 'Aqua', 'Aqua', 'Любовь', 'Любовь', 'Животные', 'Животные', 'Свободные', 'Свободные', 'BBC Волк', 'BBC Волк', 'Позитив', 'Позитив', 'Harry Potter', 'Harry Potter', 'Marilyn Monroe', 'Marilyn Monroe', 'Обезьяны', 'Обезьяны', 'Любовь', 'Любовь', 'Илья Муромец', 'Илья Муромец', 'Путешествие', 'Путешествие', 'Мама', 'Мама', 'Выпуск №8', 'Выпуск №8', 'Директор', 'Директор', 'Волк', 'Волк', 'Король Лев', 'Король Лев', 'Lion King', 'Lion King', 'Hakuna Matata', 'Hakuna Matata', 'Elton John', 'Elton John', 'Love Tonight', 'Love Tonight']","['Улыбнись TV', 'Улыбнись TV', 'Улыбнись TV', 'Улыбнись TV', 'Хроники Нарнии', 'Хроники Нарнии', 'Хроники Нарнии', 'Аляшев Анатолий', 'Свердловсктелефильм', 'Маша', 'Маша', 'Ошибка Микоши', 'Селюженок', 'Маша', 'Беляночка', 'Денис Кораблёв', 'Дениса Кораблёва', 'Дениса Кораблёва', 'Денис Кораблёв', 'Денис Кораблёв', 'Денис Кораблёв', 'Лемони Сникет', 'Пандёнок', 'Леонид Квинихидзе', 'Челентано Песня', 'Любовь Бутырина']","['belarusian pop' 'belarusian rock' 'classic russian rock'
 'russian alternative rock' 'russian rock' 'russian underground rap'
 'beatlesque' 'british invasion' 'classic rock' 'merseybeat'
 'psychedelic rock' 'rock' 'belarusian hip hop' 'russian alt pop'
 'russian hip hop' 'bard' 'russian synthpop' 'russian trap'
 'classic russian pop' 'russian pop' 'emo' 'modern rock' 'neon pop punk'
 'pop emo' 'pop punk' 'classic country pop' 'country' 'country dawn'
 'russian grime' 'russian dance pop' 'ukrainian indie' 'russian indie'
 'russian punk' 'russian punk rock' 'russian ska' 'kazakh pop'
 'russian chanson' 'armenian pop' 'uzbek pop' 'russian rave'
 'russian dance' 'russian gangster rap' 'alternative hip hop' 'big beat'
 'downtempo' 'electronica' 'hip hop' 'trip hop' 'turntablism'
 'deep german hip hop' 'german hip hop' 'russian romance' 'russian jazz'
 'ukrainian pop' 'ukrainian rock' 'latvian indie']","['Adventure' 'Family' 'Fantasy' 'Comedy' 'Drama' 'Animation' 'Short'
 'Romance' 'Mystery' 'Thriller' 'Documentary' 'Biography' 'Action'
 'Horror' 'Sci-Fi' 'Crime' 'History' 'Musical' 'Film-Noir' 'War' 'Sport'
 'Music']"
101,"['Без', 'Медведев', 'Скрытая', 'Татьяна Буланова Не', 'Любимому', 'Пьяная', 'Осторожно', 'Путин', 'ДНЁМ РОЖДЕНИЯ']","['Король Лев', 'Король Лев', 'Lion', 'Lion', 'Чучело', 'Чучело', 'Фильм', 'Фильм', 'Отношения', 'Отношения', 'Гриффины', 'Гриффины', 'ЕДА', 'ЕДА', 'Девочка', 'Девочка']","['Дроботенко', 'Свадьба Анечки', 'Крутяцкое']","['russian dance' 'russian pop' 'classic russian rock' 'russian punk'
 'russian rock' 'ukrainian rock' 'classic russian pop' 'soviet synthpop'
 'russian dance pop' 'kazakh pop' 'russian hip hop']","['Animation' 'Adventure' 'Drama' 'Family' 'Musical' 'Biography' 'Short'
 'Documentary' 'Mystery' 'Romance' 'Comedy' 'Horror' 'Thriller']"
102,"['Трейлер', 'Ночная', 'Баста', 'КРУТИТСЯ', 'БАСТА', 'ТАТИ', 'Баста', 'Юна', 'Баста', 'Баста', 'Ритмическая Гимнастика', 'Баста', 'Полина Гагарина', 'Скорпионз', 'Тренировка', 'Дурная', 'Двойной', 'Когда', 'Услышь', 'Острог', 'Фома', 'Пьер Эдель', 'Судьи', 'Наргиз Закирова', 'Когда', 'Вологодской', 'Вабищевич', 'Наргиз Закирова', 'Наргиз Закирова', 'Любэ', 'Флешмоб', 'Кошаки', 'Прикольное']","['Мастер', 'Мастер', 'Маргарита', 'Маргарита', 'OST', 'OST', 'Наргиз', 'Наргиз', 'Aerobic', 'Aerobic', 'Scorpions', 'Scorpions', 'Комплекс', 'Комплекс', 'Физрук', 'Физрук', 'Дима', 'Дима', 'Физрук', 'Физрук', 'House Of The Rising Sun', 'House Of The Rising Sun', 'Show Must Go', 'Show Must Go', 'Финал', 'Финал', 'Премьера', 'Премьера', 'Первый', 'Первый', 'Голос', 'Голос', 'Второй', 'Второй', 'LADY GAGA', 'LADY GAGA', 'Teen Spirit', 'Teen Spirit', 'Nirvana', 'Nirvana', 'Мои', 'Мои', 'Самый Лучший', 'Самый Лучший']","['Джиллиан Майклс_Стройная', 'Татьяна Космачева', 'Олеся Фаттахова', 'Полина Филоненко', 'Юлия Юрченко', 'Федора Сеченова', 'Письмо Бараку Обаме', 'Шейпинг', 'Открытие Усадьбы', 'Бабаевского', 'Нокауты']","['deep german hip hop' 'german hip hop' 'russian pop' 'east coast hip hop'
 'hardcore hip hop' 'hip hop' 'hip pop' 'pop rap' 'rap' 'russian dance'
 'russian dance pop' 'electropop' 'indie poptimism' 'tropical house'
 'vapor soul' 'vapor twitch' 'eurovision' 'album rock' 'german hard rock'
 'german metal' 'german rock' 'hard rock' 'metal' 'rock'
 'russian gangster rap' 'russian hip hop' 'russian alt pop'
 'russian indie' 'classic russian rock' 'russian alternative rock'
 'russian folk rock' 'russian rock' 'russian electronic' 'uzbek pop'
 'belarusian indie' 'russian post-punk' 'sovietwave']","['Drama' 'Comedy' 'Music' 'Documentary' 'Animation' 'Short' 'Family'
 'Horror' 'Action' 'Crime' 'Thriller' 'Adventure' 'Biography' 'Sci-Fi'
 'Mystery' 'Romance']"
103,"['Машины', 'Эпизод', 'Утопленный', 'Закрытие', 'Глухарёв', 'Щас', 'Славик', 'Гордей', 'Заезд', 'Приморское', 'Максим Стацюра', 'Максим Стацюра', 'Без', 'Луга', 'Мега', 'Зорб', 'Домбае', 'Третий', 'Третий', 'Аварии', 'БЕЛЫЕ', 'БЕЛЫЕ', 'САНКТ', 'Новая', 'Без', 'Без', 'Едут', 'Опасный', 'Обкатка', 'Боевое', 'Жгу', 'Бензиновый', 'Драг Рейсинг', 'Веселый', 'Новосибирск', 'СГУ', 'Глушак', 'Подборка', 'Скутер', 'Бешенный', 'Эвик', 'Опасный', 'Наркоша', 'Поцык', 'Поцык', 'Поцык', 'Сенная']","['Пейнтбол', 'Пейнтбол', 'Постановка', 'Постановка', 'Обезьяны', 'Обезьяны', 'Неуловимые', 'Неуловимые', 'Ралли', 'Ралли', 'Белые Ночи 2010', 'Белые Ночи 2010', 'Лихач', 'Лихач', 'Ралли', 'Ралли', 'Авария', 'Авария', 'Subaru', 'Subaru', 'Subaru', 'Subaru', 'Subaru Impreza WRX', 'Subaru Impreza WRX', 'Subaru Impreza WRX', 'Subaru Impreza WRX', 'Subaru Impreza WRX', 'Subaru Impreza WRX', 'Mazda', 'Mazda', 'После', 'После', 'Гонщик', 'Гонщик', 'Mitsubishi Lancer', 'Mitsubishi Lancer', 'Subaru Impreza', 'Subaru Impreza', 'Stunt', 'Stunt', 'Привет', 'Привет', 'Motoriserad', 'Motoriserad', 'Питер', 'Питер', 'Night Club', 'Night Club', 'Пираты', 'Пираты', 'Гонщик', 'Гонщик', 'Пародия', 'Пародия', 'FORD', 'FORD', 'Ралли', 'Ралли', 'Команда', 'Команда', 'Ралли', 'Ралли', 'Ралли', 'Ралли', 'Extreme', 'Extreme', 'TopGear', 'TopGear', 'Едем', 'Едем', 'Kings Of Crash', 'Kings Of Crash', 'Гоблин', 'Гоблин', 'Audi RS6', 'Audi RS6', 'Toyota Supra', 'Toyota Supra', 'Прыжок', 'Прыжок', 'Видео Red Bull', 'Видео Red Bull', 'Такси', 'Такси', 'Питер', 'Питер', 'Celebrate', 'Celebrate', 'CELEBRATE', 'CELEBRATE', 'SENSATION', 'SENSATION']","['Ралли Белые', 'СУ9 Аккахарью', 'Хана Марку', 'Kazan Grigoriy Markov Yamaha', 'Ралли Карелия', 'Фигурное', 'Субарику', 'Ралли Яккима', 'Раалли Яккима', 'РАЛЛИ ЛАХДЕНПОХЬЯ', 'Ралли Сестрорецк', 'Автопробег', 'Ралли Светогорск', 'Онборд', 'Ралли Белые', 'Ралли Белые', 'Ралли Белые', 'Ралли Псковская', 'Дядюшка Ау Разруливает', 'Короли Аварий', 'Тюнинг', 'Gilera Runner ST200', 'Сестрорецкий', 'Иван Гамаз']","['russian hip hop' 'russian trap' 'russian electronic' 'russian dance pop'
 'russian pop' 'ukrainian pop' 'ukrainian rock' 'russian alternative rock'
 'russian nu metal' 'russian punk' 'russian rock' 'belarusian indie'
 'russian post-punk' 'sovietwave' 'russian dance' 'vapor trap' 'pop'
 'pop rap' 'rap' 'bard' 'classic russian pop' 'anthem worship' 'ccm'
 'christian alternative rock' 'christian music' 'christian pop'
 'christian rock' 'worship' 'russian underground rap' 'detskie pesni'
 'kazakh pop' 'eurodance' 'europop' 'german techno' 'hamburg electronic'
 'happy hardcore' 'russian gangster rap' 'russian reggae']","['Action' 'Thriller' 'Comedy' 'Drama' 'Adventure' 'Mystery' 'Sport'
 'Sci-Fi' 'Crime' 'Documentary' 'Short' 'Romance' 'Reality-TV' 'Family'
 'Biography' 'Music' 'Fantasy' 'Talk-Show']"
104,"['Булочки', 'ВКУСНАЯ', 'Шикарное', 'Без', 'Тома Сойера', 'Слепые', 'Поющие', 'Греческая', 'Тренируем', 'Орейро', 'Очень', 'Барских', 'Мосты', 'Научись', 'Макияж', 'Саида Мухаметзянова', 'Слепые', 'Голос Дети', 'Битвы', 'Голос Дети', 'Голос Дети', 'Михаил Смирнов', 'Голос Дети', 'Саида', 'Голос Дети', 'Новый', 'Интимный', 'Полина Гагарина', 'Медведева', 'Когда', 'Простой', 'Классная', 'Вот', 'Kim Kardashian Inspired', 'Митяй', 'Вячеслав Тихонов', 'До', 'Укрощение', 'Когда', 'Алиса Кожикина', 'Енот', 'Даже', 'Кошачий', 'Креативная', 'Милый', 'Отрывок', 'Алиса Кожикина', 'Алиса Кожикина', 'Виктория Оганисян', 'Анастасия Титова', 'Смешные', 'Тапочки', 'Тапочки', 'Лучший', 'Плетение', 'Плетение', 'Прикол', 'Смешные', 'Смешной', 'Прическа', 'Верные', 'Всё', 'Уральские', 'Детская', 'Макияж', 'Служебный', 'Видео', 'Без', 'Зажигательное', 'Суперфинал', 'Утренняя', 'Лесив', 'Позвони', 'Украина', 'Алексей Кузнецов', 'АЛЕКСЕЙ КУЗНЕЦОВ', 'Алексей Кузнецов', 'Лена Терлеева', 'Прохор Шаляпин', 'Без', 'Удачи', 'Пьяные', 'Лорак', 'Тебя', 'Кай Метов', 'Джон Абрахам', 'Стас Пьеха', 'Мотивация', 'Александр Кривошапко', 'Серов', 'Весёлые', 'Анжелика Начесова', 'Твои', 'Айдамир Мугу', 'Артур Руденко', 'Забыть', 'Артур Руденко', 'Женская', 'ЖИЛА БЫЛА', 'Танец Невесты', 'Как', 'Мери Кей', 'Красная', 'Алсу', 'Зимний', 'Красивый', 'Мопс', 'Без', 'Красиво', 'Старые', 'Варум', 'Листья', 'Плетение', 'Арвид', 'Ботаникал', 'Конь', 'Пелагея', 'Джиган', 'Воробьев', 'Больше', 'Николай Басков', 'Таисия Повалий', 'Отпусти', 'Главное', 'Обучение', 'Быстрая', 'Вовка', 'Без', 'Небесные', 'Городские', 'Мультфильм', 'Мужской', 'Красивый', 'Молодежные', 'Больше Чем Любовь', 'Денис Майданов', 'Fitch Guys', 'Alena Omargalieva', 'Хочу', 'Новый', 'Голубая', 'Бачата', 'Без', 'Гуричева', 'Зачем', 'Хочу Сказать', 'Алексей Сулима', 'Жестокая', 'Алексей Сулима', 'Зеленые', 'Лариса Гузеева', 'Без', 'Без', 'Грязные', 'Короткометражный', 'Дима Карташов', 'Нюша', 'Лететь', 'Татьянин', 'Улицы Разбитых', 'Полеты', 'Алексей Воробьев', 'Социальная', 'Джиган', 'Савичева', 'Самое', 'Плетение', 'Веселые', 'ЗАЙЧОНОК', 'Ролик', 'Гимнастика', 'Плетение', 'Прически', 'Плетение', 'Плетение', 'Красивое', 'Плетение', 'Плетение', 'Плетение', 'Плетение', 'Загадочный', 'Самые', 'Украина', 'Жидкий', 'Без', 'Сань', 'Муми Тролли', 'Сколько', 'Плетем', 'Гимнастика', 'Маленькая', 'Даешь', 'Туалетный', 'Раз', 'Бобик', 'Зубная', 'Всем', 'Собрание', 'Ну', 'Трям', 'Новорожденные', 'Грибная', 'Песочная', 'Спокойной', 'Дымчатый', 'Ручная', 'Без', 'Ржал', 'Младенцы']","['Ракушка', 'Ракушка', 'Марк Твен', 'Марк Твен', 'Мужчины', 'Мужчины', 'Black', 'Black', 'Фокус', 'Фокус', 'Мамы', 'Мамы', 'Премьера', 'Премьера', 'Natalia Oreiro', 'Natalia Oreiro', 'Rubén Rada', 'Rubén Rada', 'Corazón Valiente', 'Corazón Valiente', 'Премьера', 'Премьера', 'Barskih', 'Barskih', 'Туманы', 'Туманы', 'Fontanka', 'Fontanka', 'Круг', 'Круг', 'Hair', 'Hair', 'Poopy Cat', 'Poopy Cat', 'Мария', 'Мария', 'Winner', 'Winner', 'Поединки', 'Поединки', 'Финал', 'Финал', 'Финал', 'Финал', 'Lana Del Rey', 'Lana Del Rey', 'Young', 'Young', 'Сладкий', 'Сладкий', 'Лекарь', 'Лекарь', 'Человек', 'Человек', 'Фильм', 'Фильм', 'Воспитание', 'Воспитание', 'Операция', 'Операция', 'Миньоны', 'Миньоны', 'Гром', 'Гром', 'Секреты', 'Секреты', 'Фильм', 'Фильм', 'Criss', 'Criss', 'Kristen Stewart Navy', 'Kristen Stewart Navy', 'CAT EYE', 'CAT EYE', 'Le Film', 'Le Film', 'CHANEL', 'CHANEL', 'Яблоко', 'Яблоко', 'Vine', 'Vine', 'Секреты', 'Секреты', 'Мужики', 'Мужики', 'Душа', 'Душа', 'Сердце', 'Сердце', 'Сейчас', 'Сейчас', 'Быть', 'Быть', 'Кошка', 'Кошка', 'Озера', 'Озера', 'Lake House', 'Lake House', 'Mariah Carey', 'Mariah Carey', 'Алиса', 'Алиса', 'Romantic', 'Romantic', 'Коса', 'Коса', 'Коса', 'Коса', 'Коллекция', 'Коллекция', 'Смешно', 'Смешно', 'Фабрика Mary', 'Фабрика Mary', 'Бункер', 'Бункер', 'Скоро', 'Скоро', 'Оттепель', 'Оттепель', 'Давай', 'Давай', 'Mary Kay', 'Mary Kay', 'Бумеранг', 'Бумеранг', 'Life Vest Inside', 'Life Vest Inside', 'Kindness Boomerang', 'Kindness Boomerang', 'Победитель', 'Победитель', 'Нет', 'Нет', 'Между', 'Между', 'Небоскреб', 'Небоскреб', 'Алиби', 'Алиби', 'Звери', 'Звери', 'Machete', 'Machete', 'Ты', 'Ты', 'Natasha', 'Natasha', 'Tant', 'Tant', 'Воспитание', 'Воспитание', 'Свадьба', 'Свадьба', 'Облако', 'Облако', 'Собака', 'Собака', 'Пересадка', 'Пересадка', 'Давай', 'Давай', 'Мы', 'Мы', 'Жизнь Пи', 'Жизнь Пи', 'Pi', 'Pi', 'Красотка Edward', 'Красотка Edward', 'Armin Van Buuren', 'Armin Van Buuren', 'Sharon Den Adel', 'Sharon Den Adel', 'Кровь', 'Кровь', 'Супер', 'Супер', 'Прыжок', 'Прыжок', 'Слепая', 'Слепая', 'Маша', 'Всегда', 'Всегда', 'Waterfall Braid', 'Waterfall Braid', 'Привет', 'Привет', 'Уход', 'Уход', 'Ромео', 'Ромео', 'Джульетта', 'Джульетта', 'Короли', 'Короли', 'Нас', 'Нас', 'ПРЕМЬЕРА', 'ПРЕМЬЕРА', 'Фильм', 'Фильм', 'Падения', 'Падения', 'Романтика', 'Романтика', 'Москва', 'Москва', 'Discovery', 'Discovery', 'Выжить', 'Выжить', 'Лучшие', 'Лучшие', 'Школа', 'Школа', 'Avalon High', 'Avalon High', 'Salma Hayek', 'Dawn', 'Dawn', 'HD720', 'HD720', 'Alyosha', 'Alyosha', 'Двое', 'Двое', 'Любовь', 'Любовь', 'Kylie Minogue', 'Kylie Minogue', 'Lovers', 'Lovers', 'Me Maybe', 'Me Maybe', 'Дневник', 'Дневник', 'Tamerlan', 'Tamerlan', 'Family', 'Family', 'Вместе', 'Вместе', 'HD', 'HD', 'Прости', 'Прости', 'Прости', 'Прости', 'Blue Lagoon', 'Blue Lagoon', 'Рядом', 'Рядом', 'Requiem For A Dream', 'Requiem For A Dream', 'Electric Violinist', 'Electric Violinist', 'Music Hayk', 'Music Hayk', 'Kristina Si', 'Kristina Si', 'Выпускники', 'Выпускники', 'Фильм', 'Фильм', 'Мама', 'Мама', 'Dan Balan', 'Dan Balan', 'ЛЮБИ', 'ЛЮБИ', 'Премьера', 'Премьера', 'Bebe', 'Bebe', 'Cocaina', 'Cocaina', 'Титаник', 'Титаник', 'Песня', 'Песня', 'Thiên Thủ Quan Âm', 'Thiên Thủ Quan Âm', 'Секреты', 'Секреты', 'Знаки', 'Знаки', 'Романтик', 'Романтик', 'Романтика', 'Романтика', 'Романтика', 'Романтика', 'Измена', 'Измена', 'ПРЕМЬЕРА', 'ПРЕМЬЕРА', 'ПРЕМЬЕРА', 'ПРЕМЬЕРА', 'Shami', 'Shami', 'Любовь', 'Любовь', 'Tony Lara', 'Tony Lara', 'Daniela De Francesco', 'Daniela De Francesco', 'Песня', 'Песня', 'Купчино', 'Купчино', 'Pumpkin', 'Pumpkin', 'Рио', 'Рио', 'Маша', 'Кто', 'Кто', 'Маша', 'Маша', 'Маша', 'Граница', 'Граница', 'Маша', 'Влияние', 'Влияние', 'Урок', 'Урок', 'Плавание', 'Плавание', 'Маша', 'Ёлочка', 'Ёлочка', 'Маша', 'Pixar', 'Pixar', 'Маша', 'Первые', 'Первые', 'Влияние', 'Влияние', 'Супер', 'Супер', 'Natalia Oreiro', 'Natalia Oreiro', 'Je', 'Je', 'Диско', 'Диско']","['СЛОЕНАЯ ЗАКУСКА', 'Мария Александровна', 'Олеся Машейко', 'Дошутились', 'ПРОСТОЙ РЮКЗАК', 'ЛУЧШИЙ СОВЕТСКИЙ ФИЛЬМ', 'Легенды Петербурга', 'Вязание', 'Дрожжевое', 'Ксения Капустина', 'Валерия Самохвалова', 'Эдуард Редико', 'Зверская', 'Фучика', 'Жадный Хомяк', 'ХАХАХАХАХАХАХАХАХАХ', 'Даниил Кузнецов Лев Аксельрод Ален Ершов', 'Владлена Котова', 'Борзенко Мастер', 'Виолетта Козакова', 'Анастасия Левицкая', 'Настя ЛЕВИЦКАЯ', 'Судья Макс Покровский', 'Юлия Герко', 'Анастасия Львович', 'Наталия Орейро', 'Елена Зосимова', 'Carte Noire Recette', 'КВН Раисы', 'Андрей Чернышов', 'Маша', 'Дима Маликов', 'Ксения Петербургская', 'Salma Hayek', 'Hottest Abercrombie', 'Мехряков', 'Thousand Hand Guan Yin', 'Читает Рэп', 'УНИКАЛЬНЫЕ КАДРЫ', 'Наше Купчино', 'Расцветающая', 'Маша', 'Маша', 'Маша', 'Маша', 'Маша', 'Гиннеса Ролик', 'Патрик Камерон', 'РУСЛАН ТАТЬЯНИН', 'Прическа Патрик Камерон', 'Смышленый', 'Маша', 'Маша', 'доМовёНкА', 'Маша', 'КИНДЕР ПИНГВИ', 'Пандёнок']","['russian hip hop' 'russian trap' 'belarusian hip hop' 'russian dance'
 'russian pop' 'witch house' 'via' 'bard' 'russian underground rap'
 'russian dance pop' 'ukrainian pop' 'russian post-punk'
 'classic russian rock' 'russian metal' 'russian power metal'
 'russian rock' 'eurovision' 'russian punk' 'ukrainian rock'
 'russian punk rock' 'russian reggae' 'belarusian indie' 'sovietwave'
 'junior eurovision' 'russian alt pop' 'russian indie rock'
 'russian alternative rock' 'azeri pop' 'classic russian pop'
 'horror punk' 'russian folk rock' 'russian ska' 'ukrainian hip hop'
 'french indie pop' 'french synthpop' 'bachata' 'bachata dominicana'
 'detskie pesni' 'kavkaz' 'russian chanson' 'pop' 'tatar pop' 'kazakh pop'
 'ukrainian indie' 'russian gangster rap' 'soviet synthpop'
 'russian indie' 'bass house' 'funky tech house' 'house' 'tech house'
 'russian ccm' 'russian electronic' 'shush']","['Drama' 'Documentary' 'Biography' 'Crime' 'Fantasy' 'Romance' 'Thriller'
 'Comedy' 'Music' 'Talk-Show' 'History' 'War' 'Short' 'Horror' 'Mystery'
 'Musical' 'Action' 'Sport' 'Animation' 'Adventure' 'Family' 'Sci-Fi'
 'Film-Noir' 'News']"
105,"['Петербургская', 'Млечный', 'Млечный', 'Лукоморье', 'Колыбельные', 'Кусочек', 'Oблака', 'Сколько']","['ДЕРЕВНЯ', 'ДЕРЕВНЯ', 'Маша']","['Мюзикл ТИТАНИК', 'Маша']","['classic russian rock' 'russian alternative rock' 'russian rock'
 'russian hip hop' 'russian trap' 'bard' 'classic russian pop'
 'russian pop punk' 'soviet synthpop']",['Drama']
106,"['Бабка', 'Питере', 'Интересные', 'Адриано Челентано', 'Грозовой', 'Твое Солнце', 'Если', 'Mozart Opera Rock', 'Труп', 'Очень', 'Запуск', 'Чумовая', 'Приятный', 'Новогоднее', 'Новогоднее', 'Приятный']","['Собака', 'Собака', 'Yamato Nadeshiko Shichi Henge', 'Yamato Nadeshiko Shichi Henge', 'Ямато', 'Ямато', 'Clip', 'Clip', 'Clip', 'Clip', 'Clip', 'Clip', 'Noize Mc', 'Noize Mc', 'Вселенная', 'Вселенная', 'Noize MC', 'Noize MC', 'Робин Гуд', 'Робин Гуд', 'Анастасия', 'Анастасия', 'Мальчишник', 'Мальчишник', 'Фильм', 'Фильм', 'Каста', 'Каста']","['Лиза Арзамасова', 'Галина Сергеевна', 'Эдгаре По', 'Пандёнок']","['russian punk' 'russian rock' 'classic italian pop' 'italian adult pop'
 'russian chanson' 'russian indie' 'russian pop' 'francoton'
 'french movie tunes' 'french pop' 'witch house' 'russian dance'
 'russian dance pop' 'russian hip hop' 'ukrainian pop'
 'classic russian pop']","['Short' 'Drama' 'Comedy' 'History' 'War' 'Documentary' 'Biography'
 'Talk-Show' 'Action' 'Adventure' 'Animation' 'Family' 'Fantasy' 'Musical'
 'Mystery' 'Romance']"
